C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,weekday,month,trend,MEAN_TMP,MIN_TMP,MAX_TMP
15.332007425852504,14.61877442779236,13.677300656740071,13.088946045653232,12.755210267903383,12.772334628442575,12.402468889766077,11.782328591710703,11.964367299128792,11.6743373179807,11.836998332493685,11.541708610849579,11.75773294192294,11.511884752779224,11.569280036097918,11.465397472409519,11.625777309779608,11.292080089705154,11.600125360561474,11.420813375408839,11.400665848906911,11.682685453744103,11.772613118063228,11.438048492128221,11.263215104112774,11.094655353062869,14.960231161558749,16.982810501509228,20.05880706933714,19.984599310120434,19.30415968012504,20.73337701842591,32.625754451446134,39.52496255970426,32.63912190602173,68.19601020582192,82.4801364358527,83.93818421759431,80.2392567046839,79.15190950558039,69.99332741558399,68.8063796053443,73.49771011007206,73.56691478991173,74.38744855072508,82.68986877764421,84.86836695355944,82.09861490014818,79.72794312227977,69.95836955718312,66.62408815251001,65.78267099714594,64.95930417508848,67.92718382256793,57.605370596235396,58.225505686119945,57.106733178141994,57.43365511746221,58.49737100741778,60.89653802348098,69.10395757398454,72.71154208185217,77.7541809995328,79.42356927088495,83.01616588349748,88.72550235661225,83.12429284450923,73.42891279291689,66.08724412873629,55.40044075148175,41.106990490118214,38.93686301955175,33.93294434749831,32.843197912454144,28.760462115050704,22.329736141695783,21.54822706962817,22.256706902144558,21.620359210080462,21.574253899663326,21.14931317106465,21.641604717785764,21.071206588135922,20.454699169333253,20.507576562971952,20.344756746684862,21.126870297984887,21.259422284333613,21.23001310700262,19.945409195895042,20.32911162948324,19.367750443954897,18.476244462223043,17.36881782914972,16.827383031168246,15.971888959777475,5,9,20,31.2,27.8,34.5
21.3,20.12,17.18,23.68,17.02,16.16,18.82,15.32,15.72,16.06,15.92,15.12,15.54,15.84,16.12,15.24,15.28,15.44,17.38,16.0,15.3,15.5,15.44,16.4,16.22,14.96,15.14,14.72,15.78,16.92,16.0,16.06,17.78,17.66,23.4,18.56,17.14,15.52,12.88,12.88,12.92,12.08,13.62,17.2,17.72,23.06,12.2,17.32,14.6,13.22,13.56,11.02,15.92,12.48,11.7,19.5,11.22,10.68,12.44,14.0,12.38,9.24,11.76,14.94,11.52,12.58,11.74,11.2,11.64,7.96,12.98,14.94,12.1,14.1,12.78,14.3,17.12,17.04,17.9,16.38,17.88,14.34,12.04,14.44,13.14,12.22,14.4,15.26,18.52,17.34,15.46,18.3,15.22,15.14,15.5,15.52,6,9,21,27.8,24.6,32.0
15.06,13.66,14.8,13.0,12.08,13.2,11.96,12.8,20.1,13.04,13.28,12.5,20.46,13.02,14.62,12.88,20.12,12.82,12.9,13.06,12.56,15.52,13.62,13.18,12.58,12.64,12.84,11.7,12.42,11.12,11.3,12.6,13.68,12.36,12.5,16.58,14.16,19.54,13.02,10.86,13.3,11.8,11.3,12.6,12.18,11.32,10.86,12.34,16.46,14.78,10.0,10.54,9.98,9.02,9.44,9.62,13.96,14.96,20.28,12.02,13.24,12.1,14.7,9.72,9.7,8.52,11.74,11.62,8.46,14.52,15.4,19.16,20.42,17.56,22.46,16.88,17.92,23.7,23.96,29.0,29.62,33.22,28.72,22.62,18.8,21.62,27.2,30.24,36.54,27.86,24.46,24.46,22.32,20.9,24.44,26.76,0,9,22,27.0,24.1,31.0
26.3,26.9,22.76,19.5,20.96,19.38,20.6,19.0,19.9,20.62,22.44,18.48,20.6,19.56,19.44,19.5,20.8,27.78,18.82,18.76,18.52,20.0,17.86,19.72,18.38,18.24,20.32,28.7,26.44,25.48,27.5,26.4,56.02,49.54,39.44,161.04,175.42,174.46,177.78,121.1,91.16,106.08,141.82,143.74,165.88,190.5,181.76,170.0,178.96,144.0,129.52,148.98,165.04,146.54,129.08,150.0,138.2,127.34,159.4,136.42,167.44,174.88,176.74,196.66,190.56,196.22,177.24,142.88,137.04,117.38,91.04,74.74,63.38,71.1,61.16,30.18,28.58,29.78,31.72,24.0,30.82,29.64,25.86,27.18,31.98,25.68,29.06,27.7,20.58,23.56,26.36,36.62,24.76,25.94,32.18,28.36,1,9,23,28.6,27.0,31.4
28.34,29.16,24.48,21.9,21.62,25.18,22.1,21.1,22.1,23.76,24.58,21.06,21.44,20.74,21.5,24.02,23.2,16.3,20.22,20.94,21.68,20.58,21.86,20.36,20.62,19.62,32.94,25.82,29.58,26.64,25.14,27.06,32.3,69.74,57.0,167.94,185.56,179.34,163.4,158.64,110.96,119.3,105.32,131.06,144.38,176.44,200.96,181.48,164.16,163.36,141.44,153.02,148.1,143.14,133.2,134.28,122.36,130.24,122.52,124.0,137.7,153.1,159.5,160.46,180.52,207.24,169.94,144.8,137.84,116.8,72.62,79.42,54.0,49.94,47.0,25.28,28.4,28.12,20.46,21.0,16.48,20.34,28.84,27.36,22.52,21.98,21.0,19.04,23.62,22.36,26.74,21.84,21.02,23.28,19.22,16.84,2,9,24,28.4,26.7,32.0
16.08,17.64,17.16,16.0,16.46,16.4,15.68,16.26,16.62,16.24,15.78,16.48,15.84,16.4,15.92,15.86,15.48,16.84,14.9,18.48,17.72,15.18,18.54,16.3,15.4,20.74,15.0,22.26,25.32,31.32,25.34,23.94,36.48,44.86,39.54,109.64,157.94,156.96,136.02,151.4,108.74,88.66,122.8,120.68,136.1,149.4,177.0,175.0,163.7,144.24,144.88,119.12,110.7,142.98,100.46,114.6,120.66,117.26,111.36,110.1,121.12,137.52,165.66,162.42,174.5,193.56,167.08,134.6,125.56,117.62,72.42,76.64,64.64,61.86,45.32,21.38,23.62,23.04,21.86,26.8,25.22,26.84,17.86,28.34,25.9,23.56,21.6,19.2,24.54,16.94,15.38,17.08,17.46,19.9,17.18,19.28,3,9,25,26.5,25.0,28.9
19.64,17.5,14.16,14.84,13.1,13.1,13.7,13.5,13.46,12.96,13.16,19.46,13.6,14.44,11.92,19.0,12.74,11.98,12.52,17.08,10.44,11.7,13.24,21.16,12.46,15.12,27.72,26.14,29.9,21.56,17.88,20.3,32.46,43.98,28.46,91.3,121.74,126.1,100.08,109.62,114.04,117.08,133.96,114.36,123.66,126.7,141.28,145.7,129.66,130.58,123.88,119.18,136.92,138.74,84.26,92.32,118.88,103.94,108.28,115.42,120.86,118.52,132.54,146.8,128.38,173.3,120.9,106.82,83.86,65.94,55.48,40.12,33.82,36.42,18.14,17.88,14.74,17.82,15.38,17.02,13.04,15.1,11.22,12.5,10.54,14.24,18.34,16.6,15.2,15.36,18.16,15.56,18.18,15.1,15.26,20.64,4,9,26,25.3,22.0,29.8
18.16,17.98,14.1,13.82,12.76,13.54,13.46,12.74,13.76,12.88,14.24,13.02,12.6,12.84,13.9,16.32,12.26,12.68,13.0,12.42,12.72,13.84,13.32,13.48,12.34,11.82,12.32,13.62,11.48,11.14,10.24,11.38,12.84,18.2,14.02,12.52,11.96,12.98,10.16,12.88,10.28,9.82,10.2,13.98,13.58,13.04,12.16,10.48,10.26,11.22,9.24,9.84,10.64,10.26,9.52,10.4,8.38,10.26,9.38,9.7,10.38,10.68,8.26,9.2,8.86,7.38,7.74,10.44,12.98,9.88,8.56,8.68,9.3,13.08,14.6,16.22,16.6,19.26,11.44,13.12,15.88,18.96,23.04,18.72,16.68,17.1,18.08,20.74,18.22,17.26,20.04,19.22,22.16,20.76,19.24,20.24,5,9,27,26.4,24.0,28.7
17.48,14.42,14.54,15.48,16.38,13.58,13.22,14.26,14.2,14.8,14.52,14.92,13.94,13.86,14.22,14.92,13.72,12.94,15.58,14.8,17.02,14.88,13.06,12.78,13.28,14.34,18.68,27.52,24.0,21.32,25.26,29.22,43.64,37.22,35.3,68.66,70.28,62.82,75.38,74.88,62.56,77.94,67.88,58.14,66.84,60.06,71.48,73.64,61.36,53.38,87.88,88.58,72.72,62.96,48.62,66.6,54.2,62.72,48.48,54.58,59.22,57.48,73.94,57.32,62.56,75.82,86.9,79.18,72.34,70.12,51.26,31.76,31.78,30.74,18.96,29.2,19.82,18.16,21.04,17.78,16.3,24.62,18.36,15.38,16.2,19.54,18.58,18.88,24.04,19.06,23.52,14.68,16.2,16.22,16.06,15.92,6,9,28,25.1,24.2,27.6
16.26,15.94,23.9,12.3,11.62,10.86,11.4,11.72,10.48,11.22,10.8,11.14,11.1,11.84,10.94,11.06,11.2,11.16,10.78,11.06,12.46,11.3,11.38,11.24,9.9,11.32,12.58,20.62,21.42,28.12,17.78,29.34,26.62,49.16,32.86,69.34,68.7,57.22,65.84,76.2,65.36,74.76,57.72,49.38,59.16,60.5,75.2,77.2,75.0,93.9,70.22,66.98,77.96,76.44,57.06,34.78,42.34,80.54,76.64,68.06,73.12,62.44,63.56,57.58,82.72,98.86,94.0,87.82,77.76,57.34,35.5,50.2,54.08,38.3,39.48,18.7,16.84,15.5,19.58,17.92,11.44,12.56,10.8,9.0,11.62,11.32,11.58,11.9,13.04,11.84,11.86,13.92,13.2,14.96,14.22,15.86,0,9,29,24.5,22.4,26.9
14.850281053949686,14.105460213687728,13.090266839902108,12.451242932009608,12.058130025898759,12.033315190152612,11.816457339457616,11.289597660603265,11.404659183795765,11.111606611010634,11.183915916312008,11.051652228006756,11.13538615055891,10.93109403398773,11.03347439646757,11.02157505582511,10.946448713080473,10.584638228816278,10.96025488123298,10.875008215788055,10.801982205879963,10.987824661986416,10.96198782742571,10.723947202222593,10.607204500159579,10.472884441445203,14.403123506577218,16.765735535100628,19.629222503071095,19.805474622793497,18.95257873984447,20.288645617006978,33.124324795330786,39.1526671548488,31.417081090308905,63.551756292450115,75.82802753619296,76.71858997527758,73.42859584868494,74.19936072555336,66.8307523166189,66.36361036259267,70.45108559730704,69.49725586023513,70.02286800843623,77.06957891935195,80.75711196948814,78.33555664524245,76.24671228993085,68.54569904231167,65.24100036667954,64.00463471131333,63.25564899424731,66.0968772720805,55.41013715618395,55.51291000294903,54.739991479017746,55.29218271688073,55.130157761575646,58.335536974803844,64.21857329323258,67.52444965860676,72.65447310681512,75.26816264855573,79.32798859459038,86.5192853870772,81.02807395105025,72.70744224868298,65.80860652861865,55.6298614260929,41.152272640252654,39.437845079651694,34.80783466963055,34.33664890532848,29.237768359160462,22.57331741379794,21.51851636829741,22.410988094464493,21.802693168884566,21.678091984604404,21.19901597629515,21.812199414664335,20.812416299809883,20.475835446965004,20.359996072558122,20.300690413090795,21.071487870044585,21.075465028788614,20.943976788567486,19.30637440182059,19.652849621120254,18.6744009455221,18.032070148491012,16.966715588479584,16.38819991869906,15.348230333974655,1,10,30,27.5,24.4,31.6
14.754833671431133,14.00855094357182,12.945220358428973,12.37370948894505,11.97418289003748,11.951488010202297,11.761444474248002,11.220872390070685,11.304629227503575,11.023664082982641,11.075356112800609,10.959095513083742,11.02377438588647,10.843025282483461,10.954928356848056,10.917286457215747,10.826599528340262,10.475521839645628,10.888660095980066,10.773995926928789,10.707337937364102,10.886528324445845,10.841456225785237,10.590544147614672,10.517452651901197,10.349479452026419,14.310492295100953,16.68077716549282,19.554765895951952,19.722124225274186,18.907196970938273,20.205667025659782,33.26850229804459,39.0601330350675,31.232023259559142,62.56677566151283,74.5985456912757,75.46412366425128,72.31925419632952,73.33478871848419,66.40194952704556,66.010910750542,69.99226867084711,68.92842067785797,69.2305019017875,76.16009972240916,79.874399682138,77.51397336954781,75.62281867052397,68.06887330734024,64.89289468570477,63.603477330559215,62.69128508375891,65.62971019620514,55.12882521142031,55.133048492264265,54.27104008683886,54.70517073823305,54.37132805669506,57.64416051409289,63.23318206600295,66.55859280614729,71.67334995600746,74.41960290327103,78.48202475305409,85.61053370660026,80.34463878660127,72.3308945720607,65.48472712171397,55.377898158565216,41.055379582024095,39.30212791377752,34.722447135294026,34.392668079248615,29.1710048480818,22.624778597614338,21.52212132102295,22.41451674317869,21.81491787322748,21.662818617497262,21.214196726378688,21.802174586050647,20.771166334852243,20.450856022666333,20.352994443326743,20.305554319715732,21.074268085950358,21.079772874278387,20.904844447415638,19.267222437510387,19.615966827482495,18.60882552207543,17.997852282640682,16.9158387027056,16.32176974794637,15.211470688285903,2,10,31,27.8,24.6,31.4
14.656092351866597,13.904307692389022,12.811553752008276,12.29025113164585,11.880068614575801,11.863238997110068,11.715734727787266,11.158357575670657,11.202507616489775,10.931558002441351,10.954916590120611,10.869881437946791,10.908882486466673,10.75965174074283,10.878278968657606,10.819181784848986,10.7014884856477,10.358349518999637,10.812326296433124,10.680665414905294,10.609639368777486,10.779898489910915,10.712655272288535,10.46052642091573,10.418097605671745,10.224198464666022,14.214427062759281,16.634704440680085,19.497027575673897,19.657146115079097,18.84824376624092,20.15319734260907,33.44288528612679,38.976505094005795,30.981151558332307,61.37503856408941,73.1268277773926,73.89222854907518,70.92421526992979,72.34363255353195,65.92293804070431,65.65619166822248,69.50069417313702,68.21431622863142,68.28043520078006,75.01468141060307,78.85245615165871,76.63675197323764,74.9678740491012,67.70174157314007,64.66674715163215,63.24479899467103,62.2090293792774,65.30019214217705,54.85461474489365,54.648241519856526,53.82006555297255,54.22152109661198,53.60974238622251,56.91476417451902,62.130595504737364,65.40200338922322,70.54589542796116,73.4062035300513,77.484669644223,84.66800152629017,79.6170841719983,72.00741127121992,65.1864294204441,55.12237951025968,40.957405885398245,39.18168122920621,34.71796776520852,34.51848146915876,29.116307855356286,22.672085566516554,21.486029794191182,22.378367408891098,21.800875084457143,21.619984673318793,21.170987464114077,21.754590336639197,20.65302893651949,20.34987985290993,20.270322041440235,20.25401550283251,21.033313366517756,21.038014497503642,20.835147787701704,19.1792736701512,19.53927461615529,18.492607833539502,17.939617828711953,16.847924646052686,16.25160718368592,15.077862698911117,3,10,32,26.9,23.8,30.6
14.531841360459357,13.761553423018901,12.658584041576882,12.182569626216964,11.774595438585802,11.750721458188519,11.62364972217081,11.06072504483642,11.075163820019672,10.808897292054995,10.814608839147432,10.736706326788227,10.775750927799105,10.63824899327305,10.775672935093802,10.68014584448186,10.557767192868495,10.224394480544543,10.711409849575974,10.54373659444646,10.491186629061872,10.655245429920884,10.565792826264103,10.294066074041716,10.302385966944783,10.075146729327223,14.083906936893637,16.545826092709355,19.41018072759477,19.580990007540517,18.812257567551796,20.09945137250303,33.607488184069766,38.88163965085438,30.80730227116772,60.378715250270375,71.84268835892146,72.57215749427041,69.76652876091698,71.4258429462442,65.41062456181152,65.22450897044928,68.95578029068125,67.55278017548254,67.37599820278474,73.95583579100618,77.79568130785871,75.66275130073325,74.15673542579727,67.05737106022464,64.15024763560788,62.65454399944842,61.496254692618585,64.65447939704923,54.45204020341351,54.0586290563727,53.187728051932616,53.55416487861387,52.724946807787674,56.151593708670504,61.06872623590654,64.32535150775954,69.43241144411446,72.39547704939069,76.49237935061176,83.6174505623818,78.88571117733154,71.61166165470719,64.87574114689352,54.8464958306041,40.82432837024725,39.037527345918946,34.69701671410675,34.55980222723626,29.082235049018365,22.719202281286698,21.484131853469368,22.381705061542053,21.838806637386345,21.610020821387348,21.1688520993171,21.733149579648167,20.597397456898257,20.318564443091073,20.24971832717091,20.234076411394078,21.01702508930908,21.019505131519086,20.783875239385917,19.115174245768543,19.475388182313246,18.399469533379566,17.87563780867727,16.760720915182752,16.166123586007394,14.919344325514185,4,10,33,26.0,23.4,29.4
14.448163470801408,13.70881871864344,12.50735641303772,12.114732970478743,11.704297846693581,11.68612226016722,11.584770586674383,11.007422659149949,10.997343233263974,10.735712956135956,10.721439506821937,10.64342173804839,10.687352816173707,10.55828545637902,10.698025810222733,10.56947136305741,10.470047493147291,10.126318806936139,10.665926252272872,10.449688704088853,10.4012579350745,10.557637605449743,10.452535365474173,10.165515977161526,10.230665660688096,9.942920477192853,13.9830000159404,16.372872692790004,19.35366391480909,19.49177041546607,18.759787054181842,19.950202416484473,33.72526491387298,38.816725326217465,30.644112594900697,59.673455481662046,71.03124258725126,71.74978194081447,69.03913829637995,70.87012533437172,65.30632555777011,65.23763466145206,68.90623179716675,67.44705667375261,67.02444704348594,73.61380826142575,77.44286511537692,75.27869636222194,74.04287887274597,66.94031450977262,64.06044923595887,62.60363155215775,61.256051168517914,64.53502510247948,54.61605978727802,54.058325068230545,53.01716401353789,53.228195116745205,52.361995947773195,55.763663042809426,60.47205334545269,63.91475140137853,68.99732087662585,72.21050333015981,76.26445533186546,83.24426821952173,78.58704428159697,71.44286193889994,64.75627276312251,54.74409102057862,40.81173773287016,38.98127196201767,34.60706479717372,34.65083225622231,29.051271658506472,22.79505001940154,21.559568726603207,22.45554939096099,21.90115788352729,21.686132454207893,21.263076487313306,21.78132792194011,20.62608278042721,20.399673400884556,20.33984172948739,20.30170062890981,21.08037858276723,21.074474370315286,20.768111658446642,19.139815386905497,19.464886177712525,18.424747914699868,17.86563393245241,16.751510215183018,16.12680275931192,14.789492232005745,5,10,34,25.8,22.9,30.2
14.379793291469223,13.655982382983192,12.391210551648783,12.044888720287062,11.654836974236323,11.61382695644971,11.5079216954527,10.942385492749347,10.918947372305876,10.659064686049657,10.63701513626141,10.563029173790044,10.614298301745217,10.476560075357677,10.621821321244665,10.477829485170354,10.390749353967406,10.043853778990824,10.64127160902624,10.351702991994873,10.33987525048735,10.475170722584444,10.35723156145822,10.058949191786501,10.169912703426885,9.83060643893975,13.886372068825972,16.21193339509676,19.29289965483613,19.409009439097954,18.724157276583718,19.818388297920183,33.74363567283212,38.69700066317164,30.498557558846255,59.07770258036744,70.29702674309497,71.03229262457583,68.41084643253589,70.3513215576451,65.16063233100694,65.27311743415376,68.79922679866878,67.26939517568104,66.72601609321217,73.26978562377793,77.08905559884217,74.86184588223314,73.8003730667616,66.69299639402684,63.82737395809691,62.43379773225138,60.91611333252362,64.24390195483775,54.65082766016511,53.95645769158403,52.71010615683191,52.884444693552666,51.9773065399616,55.41886383093279,59.9473407501082,63.5822590995454,68.61311431408257,72.04485690127534,76.05347563546734,82.8508248204918,78.28423413426775,71.17190994519598,64.55692371229833,54.55396874836548,40.721150188496765,38.80275560523329,34.46058772663253,34.55714560366882,28.952076439550332,22.823250272448835,21.618125563902865,22.507639974371344,21.95057810350891,21.73158709280047,21.317176161623735,21.797066533517185,20.650104946516226,20.486795047353223,20.433118955317102,20.347387485919427,21.112879695962878,21.100981648242062,20.719750733855,19.142888130116212,19.438758399977214,18.45040234113182,17.853108453977743,16.737505249771385,16.06494588982947,14.677505484752183,6,10,35,26.7,22.4,30.5
14.367826209365377,13.705499319050553,12.352511577997621,12.099146536491068,11.619788693072937,11.784435760462928,11.82691469706061,11.076351159865984,11.002963941562948,10.764377033598645,10.65416990338911,10.570731890962332,10.62558928517917,10.588088699957131,10.718737065204285,10.43748858801969,10.426564168202015,10.062831515058605,10.543487375779637,10.431657025800433,10.258104259492177,10.488203169986784,10.354465493195491,9.983028853172204,10.158734271035124,9.8005527422561,14.017151461620244,16.40609564680817,19.447234793026126,19.5794778989345,18.757518591013365,19.977084926804885,34.74365571132156,39.52916927252637,30.602613168558644,59.142050245745345,70.47462322660834,71.09518871955616,68.48229298453889,70.7911350206517,65.90992120250101,65.49193169324343,69.56132371769914,68.24146402488351,67.15660854458412,74.30633565661844,78.4541338910146,76.41332866884599,76.11437306075301,69.3986712361483,65.93557275637747,64.2098413063428,62.65998935091905,66.66696107305837,56.57662619824169,55.67862493524248,54.69400050996246,54.111710448562484,53.09678854527959,55.922077044701346,60.17065430677776,63.68314535162852,68.93522944889396,72.7030326673723,77.14346642521066,84.3289987069725,79.53498977819098,73.13900833292858,66.23466963157125,56.11430620214441,42.003622313109126,40.518167084853665,35.6947110318332,36.42811086405182,30.144199714189078,23.162181217955343,21.783290793943106,22.68641799798449,22.143046664416033,21.90767602226113,21.620071715617414,21.93693585859684,20.638656740923775,20.370772360194543,20.410050290129565,20.43926145849118,21.310854623234142,21.271091574137984,20.94602301956709,19.219541055198512,19.527932090122103,18.456424087863923,17.96388968315908,16.816033010855694,16.28854342745992,14.650024101505737,0,10,36,27.6,23.9,31.2
15.1,12.44,11.8,12.34,12.82,16.52,16.06,12.32,12.42,12.22,11.24,11.88,12.46,12.72,15.28,12.08,11.2,12.28,11.12,11.08,10.64,11.66,11.88,11.02,10.98,11.02,19.46,28.12,21.8,22.48,25.0,29.12,54.62,53.62,33.1,53.8,68.82,70.7,63.34,76.52,59.26,53.0,70.1,65.08,63.18,75.46,87.94,91.08,103.28,97.88,81.98,66.18,73.28,100.64,77.4,65.76,82.74,69.54,44.94,51.285125920471486,50.1,50.56,57.14,69.06,70.1,83.2,82.74,94.88,83.18,70.76,62.12,61.5,58.38,57.74,49.98,23.54,20.68,22.4,22.34,17.1,19.7,17.18,15.56,16.08,17.54,16.94,21.3,19.56,20.4,15.9,18.62,15.58,18.86,17.24,19.16,14.3,1,10,37,26.1,24.2,28.7
17.32,23.32,12.04,17.86,12.46,19.08,28.32,21.0,17.8,18.66,15.3,11.74,12.2,18.06,15.38,12.0,15.12,11.52,11.58,19.02,11.06,12.08,11.48,10.8,12.54,10.9,12.52,13.86,23.96,20.84,12.5,16.84,47.06,51.3,24.86,51.74,75.38,57.18,60.6,80.68,89.66,77.12,93.8,95.88,72.7,93.96,103.44,110.02,131.4,118.28,118.92,116.92,114.56,137.12,106.54,91.2,100.48,90.66,94.86,58.88,69.86,68.16,85.92,88.0,104.2,122.42,105.92,109.9,97.86,87.26,57.1,71.3,50.4,84.36,47.34,34.68,25.8,26.08,20.56,27.64,26.58,28.2,18.44,16.78,15.96,22.6,25.7,24.76,26.66,25.7,23.66,19.68,19.42,22.32,25.72,16.22,2,10,38,26.3,22.9,31.6
17.72,17.76,14.36,14.72,13.54,15.52,14.5,14.22,14.02,15.28,13.76,20.74,16.32,14.76,13.84,14.7,13.74,14.64,14.3,14.2,13.9,13.98,14.62,13.32,13.56,13.32,29.7,22.82,23.56,21.66,21.56,20.74,45.62,47.7,31.32,70.78,82.4,82.5,73.16,77.56,92.02,100.84,93.58,85.76,94.44,111.44,134.16,125.06,142.74,148.22,140.26,137.06,114.06,121.46,91.08,120.42,102.66,84.3,103.5,88.08,79.66,89.24,97.12,113.66,130.4,133.58,115.8,104.44,86.48,86.92,73.52,67.14,46.94,49.36,31.98,19.14,18.48,21.06,20.36,19.62,28.18,21.58,18.68,14.64,20.24,26.64,25.44,27.48,23.54,21.08,22.78,23.32,20.28,20.08,16.4,15.94,3,10,39,27.6,24.4,32.2
16.44,21.72,14.36,15.3,15.3,15.62,15.16,14.52,14.16,14.86,14.72,15.34,14.8,13.96,15.5,16.82,16.76,14.88,20.96,14.3,15.52,15.6,13.28,14.64,15.0,11.64,14.46,21.98,25.56,25.36,24.32,19.46,40.84,54.62,32.2,69.6,98.68,92.74,104.24,116.64,92.7,127.18,129.6,116.24,121.34,126.3,146.88,141.72,147.38,151.8,149.88,143.22,128.24,146.4,139.74,113.8,109.0,121.16,86.08,105.9,98.9,135.12,146.14,161.56,136.1,151.08,129.74,111.82,101.78,74.72,60.42,40.7,35.18,40.54,31.24,34.76,29.46,24.88,25.66,29.96,19.2,29.8,27.62,31.76,32.64,25.88,24.22,21.2,23.9,20.02,21.12,26.76,22.34,28.84,23.32,20.18,4,10,40,26.6,21.9,32.7
23.76,20.14,16.04,15.58,23.56,19.56,16.92,17.2,16.06,15.9,15.5,15.68,17.1,17.56,15.12,16.3,15.62,14.64,18.16,14.62,21.7,15.48,15.12,15.88,15.42,13.02,20.72,22.36,31.28,22.5,27.2,25.84,45.86,46.0,32.58,72.48,85.42,83.52,79.68,95.38,117.58,136.26,119.52,107.3,120.0,131.56,153.3,148.48,160.58,134.98,126.02,128.72,120.8,143.66,130.62,116.8,109.34,118.24,102.82,83.86,91.06,96.24,119.1,141.08,154.64,153.84,141.16,121.22,108.96,87.3,65.8,43.82,48.3,38.24,35.64,22.72,26.62,26.62,22.18,15.02,16.28,11.48,10.72,19.48,16.38,13.64,16.48,15.0,11.06,16.54,17.92,16.3,22.5,19.96,17.54,16.94,5,10,41,27.5,22.9,31.7
16.3,18.1,14.02,14.28,13.2,13.5,13.0,12.68,14.12,13.56,12.8,12.76,13.32,12.62,16.14,14.64,13.34,12.58,20.36,12.8,12.98,12.5,13.28,12.74,12.4,12.26,12.48,11.2,11.6,12.54,11.16,13.8,16.96,12.42,11.02,17.88,11.9,11.12,12.28,13.56,10.96,16.74,18.24,12.08,14.18,12.12,12.46,11.12,9.82,8.22,7.62,6.6,10.82,11.08,10.04,9.08,7.6,8.7,10.16,8.28,12.68,23.52,10.16,10.28,10.8,11.0,11.44,9.24,11.8,13.5,12.5,13.04,15.06,17.24,12.92,13.24,14.04,13.26,13.22,14.16,16.84,16.9,16.2,15.96,20.66,15.38,22.74,20.96,17.2,20.38,23.96,24.62,17.88,17.68,13.6,12.04,6,10,42,27.0,24.7,31.2
9.58,9.3,11.38,12.52,13.76,12.14,10.0,9.78,9.4,9.9,9.36,9.62,11.24,9.62,9.26,12.42,12.84,10.6,9.58,9.3,10.9,16.1,10.58,8.92,9.92,9.84,12.58,22.9,20.12,21.84,19.2,19.84,42.78,44.68,33.58,69.6,61.44,76.32,73.76,48.06,81.82,75.16,74.18,93.34,92.0,115.42,114.58,118.24,101.5,137.28,124.32,117.38,86.14,73.54,89.24,91.26,76.9,59.42,61.22,59.16,57.9,67.26,69.62,85.14,95.56,109.06,104.52,97.28,92.22,65.78,55.68,42.28,42.3,48.94,42.4,27.46,24.06,21.88,30.48,21.88,19.38,18.62,21.12,18.88,15.26,21.46,27.44,24.86,34.6,24.06,30.92,22.94,27.0,19.88,23.4,24.64,0,10,43,25.9,25.0,27.1
21.96,14.6,18.1,15.58,14.54,11.92,12.98,12.44,14.58,10.96,11.96,11.1,10.46,13.98,10.8,10.34,9.6,10.26,10.08,11.42,10.06,12.58,12.86,11.22,10.5,10.28,11.52,13.9,24.64,23.34,13.62,18.0,44.84,44.3,28.78,59.52,48.76,72.44,88.54,85.2,85.94,85.7,93.22,100.28,94.46,101.02,118.54,114.52,99.3,131.9,106.48,110.94,113.58,92.76,111.36,141.86,107.54,94.7,82.64,77.7,87.88,93.08,112.96,108.1,109.96,141.4,104.74,116.68,97.82,86.76,66.62,56.26,47.56,52.74,45.72,38.56,36.58,28.32,33.58,33.78,33.94,35.22,31.56,27.76,36.12,19.32,17.5,23.7,21.12,16.86,19.2,20.3,26.3,18.14,14.62,12.14,1,10,44,26.7,24.7,30.8
14.66,16.56,16.5,13.8,12.84,12.52,11.42,12.04,12.94,12.08,11.96,11.48,12.22,11.6,11.68,11.64,11.08,11.34,12.12,11.6,12.28,15.52,16.32,11.5,11.32,11.52,26.72,20.68,24.1,21.7,21.9,19.34,45.88,32.68,36.42,61.8,70.78,60.46,66.8,51.46,51.46,64.48,76.16,100.66,80.62,76.42,84.44,87.18,79.86,87.76,97.38,84.82,70.0,86.86,63.04,68.64,72.88,72.86,88.88,76.8,67.18,68.72,74.3,82.42,93.04,111.64,94.14,82.06,101.64,72.2,44.44,61.1,50.8,52.44,32.44,18.62,14.42,24.24,21.64,21.5,23.4,25.4,21.56,21.96,20.34,16.22,20.8,23.92,22.98,18.5,17.18,14.4,22.68,13.04,12.96,11.52,2,10,45,25.0,22.7,27.1
