C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,weekday,month,trend,MEAN_TMP,MIN_TMP,MAX_TMP
17.96,20.14,18.84,22.6,19.88,17.52,17.02,16.72,17.32,17.76,17.06,17.04,17.98,17.46,16.6,16.6,17.46,18.2,16.8,16.28,16.82,16.66,16.54,16.18,17.44,16.82,28.96,22.84,26.52,32.2,31.4,38.14,115.64,158.32,156.16,160.74,175.62,168.9,172.3,173.84,199.12,186.8,188.7,177.8,179.14,177.8,90.42,53.12,51.86,79.84,129.3,143.4,102.02,103.94,102.26,99.44,106.4,121.76,130.64,139.48,159.14,162.88,173.1,173.1,179.26,170.58,172.62,159.98,147.16,127.54,52.26,56.52,43.12,31.62,30.46,31.84,34.88,29.58,23.06,27.98,28.14,31.88,34.26,30.38,26.9,26.12,29.1,29.08,29.38,29.46,27.82,23.34,25.12,25.84,24.94,22.02,2,7,332,30.4,27.3,34.5
23.12,20.74,19.14,19.32,19.34,17.92,17.76,18.1,17.66,17.42,17.86,17.78,17.96,17.52,17.7,18.96,17.9,17.3,17.38,17.98,17.68,17.26,17.72,18.5,19.28,19.2,16.26,24.26,29.94,32.32,38.38,39.28,79.82,164.82,146.46,146.06,149.92,149.4,151.86,154.58,148.4,147.92,152.46,146.88,97.76,43.16,76.94,93.38,67.0,51.18,30.68,22.96,22.84,25.42,24.66,25.7,24.66,22.06,20.54,20.42,20.28,17.04,14.3,15.72,17.94,19.0,16.52,14.92,14.64,13.32,13.4,13.3,12.2,14.52,13.7,11.36,12.04,15.04,13.62,14.48,12.78,15.82,14.52,10.78,12.02,13.92,13.92,10.92,10.74,12.84,16.1,15.0,15.0,15.98,17.82,15.24,3,7,333,30.7,28.1,34.3
13.48,12.38,12.02,12.6,12.06,11.54,11.46,12.38,11.26,11.6,11.72,12.2,12.06,12.48,12.1,12.06,12.66,12.06,14.0,12.04,12.06,11.88,11.92,14.08,14.6,12.2,14.24,14.06,11.26,11.34,11.26,11.18,10.98,12.08,12.6,10.7,9.64,9.0,12.8,11.04,10.3,8.74,8.68,8.5,12.62,12.98,7.9,7.86,7.46,8.8,8.74,9.74,7.32,7.92,7.92,6.9,7.26,7.92,7.26,8.26,7.62,7.18,9.2,11.62,8.64,6.68,6.72,7.06,6.98,8.76,8.4,7.26,7.58,7.2,8.82,9.72,7.7,9.8,10.9,9.74,7.76,8.14,7.62,21.38,9.56,7.12,6.18,7.12,7.2,6.42,8.38,8.26,9.98,10.68,11.96,12.44,4,8,334,30.6,27.0,35.2
11.96,11.3,12.94,9.84,9.42,9.16,9.1,11.64,11.16,9.68,9.14,10.7,10.18,9.16,9.16,9.1,9.1,8.06,9.06,11.12,10.54,9.1,8.06,9.54,8.06,9.56,8.06,9.08,6.82,7.92,7.02,6.94,8.12,7.9,6.1,5.92,4.52,7.6,7.58,5.04,6.86,9.68,7.18,6.76,6.68,6.04,6.7,5.98,6.26,6.32,6.22,5.4,5.34,7.5,7.36,5.56,5.44,5.92,5.6,6.14,6.24,6.28,6.2,9.08,9.22,8.64,7.0,8.7,7.64,6.78,5.92,6.2,5.92,5.84,6.96,8.56,7.74,6.2,5.88,5.82,6.54,7.16,6.7,8.64,10.38,10.92,10.6,10.44,10.7,12.64,16.02,13.14,11.94,12.12,11.24,11.22,5,8,335,29.5,25.0,33.9
9.72,11.68,10.4,8.2,10.34,11.1,11.08,11.62,9.06,8.1,7.98,8.38,8.06,9.06,8.62,8.16,9.02,8.2,9.16,9.06,9.14,9.62,9.02,8.16,7.92,8.36,9.36,8.68,9.26,8.48,6.68,7.48,7.26,7.68,8.08,8.6,8.04,8.06,7.9,6.36,6.54,6.32,6.84,7.24,6.84,6.54,6.52,5.48,4.88,5.36,5.4,5.86,5.12,5.94,10.26,9.16,6.36,6.04,8.2,8.44,5.54,7.34,5.66,7.6,6.12,5.72,10.76,10.08,9.6,8.0,8.02,4.5,5.04,5.68,4.98,5.12,6.7,6.32,6.84,6.04,6.42,6.4,6.42,7.7,7.7,6.9,8.82,8.32,7.22,7.72,7.18,8.24,9.34,11.36,11.48,8.6,6,8,336,28.6,24.5,32.9
7.86,8.76,8.74,10.44,10.32,9.4,7.82,7.44,6.98,7.34,7.0,7.44,6.88,7.08,8.1,8.16,8.14,7.9,7.9,7.96,7.78,7.92,7.78,7.88,7.78,7.74,9.8,7.64,9.78,9.86,9.04,9.72,9.76,9.66,10.22,8.36,6.86,6.72,6.62,6.88,8.98,6.98,6.52,6.0,6.2,5.36,8.44,8.38,6.36,6.96,6.92,5.82,5.02,4.86,4.8,4.16,4.34,4.96,4.4,3.66,3.6,3.5,7.62,6.86,5.48,5.38,5.32,8.26,5.64,5.74,6.4,6.68,6.42,5.84,5.48,7.34,6.18,6.62,5.96,5.9,6.12,6.32,6.14,5.64,6.34,6.78,8.48,7.14,7.72,7.04,6.88,8.18,8.52,8.14,7.8,9.66,0,8,337,30.0,26.1,34.4
9.4,7.2,6.12,8.18,9.98,9.8,8.68,7.56,7.58,7.9,7.56,12.14,11.96,8.56,7.54,7.46,8.06,8.0,8.14,9.68,10.36,8.32,8.18,8.64,7.92,7.44,10.88,9.74,9.38,7.94,7.42,8.1,6.8,7.12,6.74,6.24,6.82,7.28,7.42,7.3,7.14,6.8,7.34,7.7,7.86,13.18,11.2,11.34,10.7,7.2,5.6,5.62,5.7,5.24,4.4,5.5,10.46,9.84,8.92,9.88,9.94,5.04,9.72,9.94,10.36,9.88,9.88,10.32,9.94,5.28,7.02,5.82,6.98,5.38,7.74,7.28,9.86,8.54,7.8,8.68,8.16,8.36,10.2,9.74,11.72,11.84,8.72,11.14,12.74,12.02,15.06,11.76,12.2,11.08,11.58,12.42,1,8,338,29.3,27.0,32.9
11.34,10.08,9.28,8.96,9.06,8.98,8.08,8.22,8.04,8.2,10.18,10.04,10.12,10.12,8.46,8.08,8.02,7.98,8.02,7.92,8.48,8.02,8.3,7.82,9.04,9.18,8.6,8.3,8.22,7.82,7.74,7.42,6.6,6.92,6.28,8.72,8.76,9.5,7.68,8.06,14.84,12.5,11.06,11.7,7.78,8.52,9.36,10.22,7.94,11.5,11.58,10.84,10.26,8.74,4.12,8.14,9.34,3.84,3.7,4.0,6.48,6.6,5.08,3.38,6.52,7.58,7.28,6.04,5.98,5.32,5.86,4.02,4.12,4.26,3.88,3.6,3.6,4.58,4.68,6.66,7.5,7.06,8.78,9.26,8.7,9.1,7.7,9.8,9.98,9.32,11.24,10.1,11.4,12.64,14.0,15.86,2,8,339,28.9,25.9,31.4
14.44,12.92,10.04,9.76,9.16,10.8,8.24,8.24,8.66,8.06,8.1,8.0,8.1,8.12,7.98,8.12,8.52,8.08,8.72,8.2,8.7,8.68,8.1,8.7,8.1,8.0,8.1,7.88,7.68,8.08,7.96,8.14,7.34,6.7,8.76,11.0,9.22,34.43112670887902,6.26,6.28,8.4,6.64,6.0,5.96,5.94,5.8,7.62,8.12,4.92,4.76,9.62,9.26,9.02,9.16,4.72,6.76,6.64,4.38,4.42,5.16,4.56,5.2,4.34,4.68,5.2,4.44,6.02,4.38,4.3,4.44,4.42,6.38,5.84,5.5,5.7,6.52,6.92,8.76,7.4,6.52,6.62,9.94,9.22,9.32,7.96,8.16,10.28,10.16,8.12,8.16,7.86,7.46,8.96,11.42,11.14,8.5,3,8,340,28.0,24.6,30.6
8.52,10.34,9.66,7.72,7.66,8.58,8.46,8.72,8.62,10.76,15.86,11.32,9.2,9.14,9.2,8.7,8.56,9.18,8.56,8.66,8.72,8.64,8.72,9.18,8.64,8.76,8.58,8.78,8.58,8.46,8.52,7.68,6.18,6.64,6.48,6.18,5.84,5.72,5.86,5.84,6.26,8.36,8.8,6.06,6.52,11.74,5.52,5.48,4.94,9.84,9.22,11.32,9.68,10.16,10.52,9.4,9.28,10.08,10.04,9.88,9.26,11.4,10.26,11.16,11.86,11.5,9.86,9.92,5.5,4.6,4.18,4.92,4.64,5.14,6.22,5.2,5.36,3.58,6.16,5.82,6.1,7.6,5.24,5.56,7.6,9.52,10.22,10.48,8.26,8.12,8.78,8.96,9.54,9.26,9.34,8.76,4,8,341,29.7,27.6,33.3
10.32,10.72,11.14,8.46,8.42,8.5,8.52,8.96,8.78,8.34,8.66,8.3,8.14,8.7,8.68,8.1,8.62,8.18,8.06,8.7,8.14,8.6,8.22,8.12,8.18,8.62,8.04,8.54,8.04,8.16,10.12,8.12,7.32,7.56,7.84,12.54,13.96,11.44,10.82,10.96,12.66,12.44,12.3,12.16,11.72,11.34,14.1,13.7,14.24,14.14,14.1,9.1,8.24,8.4,9.1,8.06,12.58,10.0,9.58,9.64,10.04,10.2,6.18,7.98,6.52,7.3,6.58,5.84,6.4,6.16,5.76,5.72,5.72,7.06,7.06,4.2,6.88,8.52,7.08,8.46,9.72,9.0,7.76,7.66,7.76,10.74,9.94,8.52,8.02,7.94,8.94,8.86,9.3,9.16,9.74,11.64,5,8,342,30.2,26.5,33.3
11.72,9.44,9.38,9.1,8.96,9.48,8.84,8.88,8.88,9.42,9.32,8.92,9.32,8.82,9.42,8.78,8.9,8.9,8.8,8.82,8.64,9.18,10.8,8.8,8.66,9.2,8.8,8.82,8.68,8.94,8.94,8.62,9.84,7.56,6.54,6.74,7.16,6.58,6.6,5.9,6.54,5.26,4.56,4.7,5.08,5.02,4.9,3.14,4.14,6.4,4.54,3.74,3.22,3.08,5.12,4.94,5.18,5.58,5.54,4.94,4.9,5.16,4.9,4.76,5.08,4.86,4.78,4.7,4.78,6.72,8.38,4.76,6.62,5.66,4.76,6.66,7.32,5.94,6.58,6.18,7.76,8.06,7.62,8.24,9.32,10.0,8.9,8.5,12.74,7.3,9.66,10.18,9.5,9.44,8.58,8.38,6,8,343,29.6,28.1,32.3
8.4,9.02,8.72,8.54,8.18,8.24,8.68,8.02,8.18,10.22,10.1,8.16,8.12,8.06,8.62,8.0,10.14,10.16,7.98,8.14,8.12,7.96,8.5,7.94,8.36,7.92,7.76,7.94,10.78,10.78,8.06,8.16,8.04,8.62,6.76,7.06,8.72,8.58,6.7,6.7,6.62,6.9,6.9,6.74,8.78,6.26,6.14,7.9,8.66,8.2,8.08,8.56,7.94,5.32,5.18,5.34,10.2,4.52,4.12,4.04,4.68,4.92,5.6,7.14,7.62,8.72,7.8,8.14,7.48,7.08,9.9,9.58,12.68,10.02,8.48,10.22,9.34,12.02,9.0,10.34,10.08,8.92,8.86,9.16,11.02,9.36,10.24,12.44,11.72,11.5,11.3,11.04,10.76,12.34,10.96,10.12,0,8,344,30.0,28.4,33.0
9.68,11.32,10.82,8.92,9.76,8.54,8.54,8.86,8.38,10.6,8.28,8.24,10.38,8.78,8.22,8.32,8.42,8.3,8.38,9.38,9.08,9.24,9.18,9.02,9.0,9.0,8.96,9.06,8.3,8.12,10.04,9.26,9.48,9.36,8.34,9.32,9.46,10.6,11.1,12.36,9.2,8.06,7.88,9.06,7.38,9.52,11.1,10.26,10.54,9.68,8.92,9.6,7.64,6.64,7.86,7.92,8.6,7.38,7.92,8.58,7.42,8.76,10.38,11.48,10.02,10.4,11.68,10.92,9.12,9.98,14.34,13.02,11.44,11.58,9.58,6.56,7.12,7.64,6.64,5.8,5.7,7.66,8.78,15.52,11.28,9.32,9.76,9.78,13.04,12.46,11.64,11.34,11.0,11.58,10.64,12.02,1,8,345,28.6,26.7,31.5
11.86,12.28,11.88,11.04,11.92,11.58,11.5,12.5,13.36,10.36,11.38,10.36,10.28,10.42,11.46,11.94,12.88,10.42,11.18,11.18,9.72,9.64,9.58,9.36,9.46,9.46,9.36,8.86,11.54,7.16,10.92,11.98,10.48,10.36,11.18,9.38,11.92,10.64,7.2,6.86,7.96,6.8,14.3,12.46,11.72,11.5,11.96,13.1,11.92,13.42,12.42,12.48,11.56,12.44,10.94,9.96,10.0,10.84,11.16,11.02,11.22,10.38,10.72,14.66,18.98,16.78,17.44,15.52,12.04,10.12,10.9,12.84,16.48,16.78,17.82,17.18,16.02,12.12,12.1,10.08,10.12,12.54,13.1,12.78,12.28,12.66,13.34,16.2,13.66,13.5,14.0,14.88,14.3,17.44,19.8,17.96,2,8,346,26.2,23.9,28.3
15.22,16.18,14.78,14.88,15.1,16.42,15.46,13.16,14.16,12.48,13.08,13.04,13.62,13.98,13.54,12.42,14.06,14.86,14.32,13.22,14.0,16.56,13.08,13.42,12.64,13.92,13.08,12.28,14.6,15.76,11.64,12.0,13.38,14.82,18.3,14.48,16.02,15.36,16.16,13.82,14.16,15.6,17.3,15.92,13.82,12.12,12.16,13.18,12.22,14.92,15.02,15.7,23.14,18.46,18.22,16.74,19.78,20.1,24.72,35.92,40.82,62.06,78.26,71.6,78.52,81.82,63.26,66.0,69.68,33.22,25.44,41.38,22.1,23.2,21.36,23.44,22.02,26.2,27.08,24.94,22.2,27.04,28.38,28.58,32.06,28.42,27.44,31.48,28.56,24.36,24.62,24.7,25.06,30.82,22.1,21.52,3,8,347,27.9,25.2,32.1
17.42,16.8,16.8,17.06,18.72,14.74,16.98,16.66,14.64,14.54,15.08,14.86,15.16,18.76,14.54,14.52,15.92,15.82,21.16,14.8,14.7,15.14,15.1,14.38,14.54,14.5,15.66,15.3,22.5,24.26,22.58,23.08,40.58,71.1,85.88,100.66,129.04,141.02,147.96,145.12,110.64,116.46,135.38,128.7,78.54,47.38,47.36,99.14,66.56,86.06,135.08,130.66,131.16,113.8,118.14,122.26,122.98,148.32,156.06,156.02,158.96,171.28,169.8,161.84,163.7,176.82,177.78,155.9,155.62,153.82,65.86,35.74,38.66,37.98,23.86,23.82,23.44,25.24,17.36,15.8,20.12,15.88,18.04,21.94,19.9,18.82,17.48,21.06,22.76,22.66,20.0,17.0,17.7,20.02,17.46,17.42,4,8,348,29.5,26.7,32.4
16.4,19.96,17.1,18.3,17.28,17.6,14.9,14.84,15.38,15.22,19.14,16.76,15.3,14.02,14.66,14.34,14.74,15.46,14.08,13.84,15.1,14.32,14.3,14.48,14.22,15.14,15.44,15.48,14.78,14.72,18.54,14.12,12.02,12.48,14.0,16.34,16.06,18.34,17.9,13.26,13.56,13.92,15.02,13.56,12.76,12.72,15.38,15.02,14.42,14.44,16.0,11.1,13.98,12.3,11.6,13.38,15.18,12.1,13.22,16.1,14.84,15.04,13.14,12.78,13.26,15.14,15.26,15.76,13.94,14.38,16.46,12.2,13.22,11.44,13.26,12.84,12.58,14.64,15.4,13.4,12.56,15.12,22.14,15.42,13.82,16.4,19.08,18.86,23.42,26.18,27.46,26.46,21.2,20.9,21.1,22.08,5,8,349,29.6,27.6,32.6
23.36,16.96,21.56,18.6,17.9,21.68,19.76,15.54,15.46,16.3,15.28,20.24,16.68,16.0,15.18,18.14,16.08,14.34,18.0,14.38,14.9,15.06,18.1,14.64,14.14,14.82,18.54,16.16,17.58,14.34,16.24,15.18,19.12,20.88,17.82,18.1,22.18,17.32,16.22,11.28,16.84,14.8,15.04,17.3,15.22,21.7,21.32,13.88,18.92,18.62,21.62,15.92,20.78,16.96,21.04,21.38,18.68,17.5,11.84,14.78,17.72,23.26,21.12,21.28,17.5,19.94,19.84,15.78,14.38,19.76,19.84,16.14,18.48,18.72,18.88,20.34,23.54,18.46,17.92,20.9,26.76,20.2,18.22,22.66,24.72,27.28,24.68,29.14,23.84,28.18,24.24,18.48,17.32,20.38,21.26,28.28,6,8,350,29.8,27.1,32.6
19.56,19.74,22.0,17.26,18.68,14.7,14.98,19.48,14.92,15.6,19.26,15.1,14.56,15.12,18.98,15.86,19.46,14.62,14.64,14.82,15.5,18.5,14.52,14.86,15.36,15.26,25.46,31.96,24.66,30.6,25.74,34.74,86.68,119.8,61.46,66.16,167.5,183.92,182.52,173.58,170.02,166.98,176.4,176.7,182.56,188.94,190.36,164.68,145.32,166.46,164.84,159.2,171.08,151.7,150.12,146.96,146.34,153.3,150.62,154.48,173.4,172.58,181.08,176.98,186.96,195.92,179.18,135.9,105.46,84.66,54.16,39.58,40.1,24.14,22.62,19.44,20.52,26.72,32.44,38.0,36.5,39.44,39.1,34.84,30.06,33.12,31.94,37.76,34.4,30.92,34.08,31.34,27.74,27.52,27.46,20.08,0,8,351,29.5,27.5,32.6
19.6,19.4,18.82,19.3,16.92,18.66,18.58,19.28,17.34,17.1,17.38,17.5,16.76,17.26,17.52,18.08,18.44,16.24,17.12,16.44,16.9,16.62,16.76,16.36,17.12,17.36,16.92,19.42,40.24,29.66,29.5,27.5,24.7,111.76,122.9,135.78,144.34,153.8,170.9,165.54,154.62,157.04,151.26,166.02,168.34,157.48,153.48,130.34,133.22,144.34,139.7,149.72,148.78,147.8,138.28,137.66,142.36,163.24,154.24,112.36,147.04,158.36,147.04,153.28,156.32,175.06,160.3,102.52,83.38,56.46,43.74,41.58,29.3,24.64,19.86,18.68,24.42,25.16,26.82,23.36,33.18,30.7,21.02,22.94,28.94,25.76,25.06,22.68,20.1,19.92,18.52,18.48,23.1,20.5,17.9,18.88,1,8,352,27.9,24.1,31.8
19.64,16.44,16.52,16.34,16.58,18.38,18.52,16.1,15.98,15.82,15.88,16.48,15.76,15.32,15.74,15.52,16.84,16.26,15.88,16.12,15.62,17.0,16.52,16.9,15.18,15.1,22.1,23.96,30.2,28.6,28.3,28.56,27.6,82.48,99.02,101.78,115.68,124.24,130.1,129.84,121.28,114.4,114.66,119.08,117.52,112.74,116.6,121.56,142.34,119.56,127.38,121.36,91.68,88.78,97.96,102.34,101.22,117.34,91.12,105.9,91.22,90.6,87.86,113.36,134.32,142.72,132.14,104.82,78.38,66.72,22.96,39.22,33.38,27.5,24.02,29.12,23.9,23.42,27.62,24.24,21.82,24.38,36.52,31.2,22.64,30.2,27.82,30.86,28.24,23.9,20.26,19.02,19.56,16.7,16.78,17.92,2,8,353,24.8,22.7,27.5
17.34,17.4,16.52,16.1,14.9,15.66,17.32,17.24,15.02,14.98,15.1,14.96,14.76,15.22,16.32,15.22,14.58,15.22,15.4,16.12,16.72,19.94,14.66,15.32,16.1,13.72,14.32,16.8,27.92,24.04,21.22,26.08,57.06,75.52,42.12,97.38,115.76,133.58,135.56,130.66,110.22,96.32,103.3,127.02,117.82,124.08,122.62,131.14,133.42,137.32,128.18,137.56,128.68,110.64,120.6,111.3,107.18,118.88,113.14,109.12,127.24,138.94,142.02,148.82,159.08,169.72,158.02,112.58,92.16,55.16,35.36,47.88,28.92,23.16,22.96,21.7,22.34,22.14,27.94,21.56,23.02,22.3,24.42,20.56,23.12,24.28,22.62,22.5,22.98,22.98,21.56,25.38,27.66,25.6,20.8,21.44,3,8,354,27.2,24.4,32.2
21.4,18.92,21.08,21.06,17.78,17.8,17.86,18.52,17.6,16.54,16.42,17.78,16.52,17.34,17.7,17.74,17.14,17.06,16.36,17.08,16.9,16.46,16.76,18.5,16.34,15.98,29.82,25.04,31.7,38.66,25.84,30.0,72.7,88.6,72.54,112.16,149.54,120.18,129.66,126.78,139.04,144.62,158.26,142.18,124.8,99.78,108.8,119.5,127.04,134.16,136.7,124.96,143.8,123.78,129.08,114.34,133.72,115.88,127.3,116.76,136.6,140.14,132.22,137.98,151.96,161.8,151.12,117.7,107.1,90.38,39.98,45.5,40.86,23.12,18.12,17.72,17.22,19.24,14.06,15.48,13.34,17.46,17.36,15.66,16.58,21.54,17.18,18.94,21.38,22.24,22.16,21.32,20.48,18.94,18.38,19.22,4,8,355,28.4,26.1,32.7
16.28,14.62,14.6,18.8,16.92,18.34,17.74,14.22,15.06,14.48,13.78,13.32,14.82,14.76,14.94,14.04,14.42,14.86,14.48,13.6,15.84,15.46,13.58,13.82,15.22,14.48,13.76,12.62,14.7,12.68,13.44,12.86,14.26,13.72,12.32,12.12,12.56,11.5,10.62,13.92,19.54,14.6,14.06,12.14,15.44,15.52,15.4,14.16,15.22,13.98,15.54,15.62,16.54,16.28,13.84,13.3,14.8,17.88,14.98,10.38,11.74,10.08,9.52,9.8,8.88,10.2,11.14,10.7,11.02,10.84,15.04,9.58,12.64,13.48,15.84,15.64,15.26,16.8,20.46,22.46,17.8,16.76,13.54,17.86,16.54,15.06,19.14,15.34,14.82,16.68,15.76,18.6,16.62,19.72,19.5,14.98,5,8,356,28.4,26.3,32.6
14.38,15.22,15.24,14.64,17.12,16.2,18.26,18.02,14.96,17.84,17.3,15.7,13.54,13.94,13.4,12.98,13.52,13.54,14.76,12.96,13.42,12.8,14.18,14.28,13.1,12.26,12.98,13.64,11.88,11.08,13.38,16.94,16.9,12.38,13.74,12.62,14.24,14.2,13.48,14.16,13.38,14.06,16.38,17.06,18.36,12.28,12.9,13.78,14.22,13.08,12.88,13.34,13.92,13.54,11.78,13.04,14.26,13.64,16.66,16.6,15.94,16.26,18.78,19.74,14.34,14.26,11.9,12.32,10.6,11.66,12.64,11.44,10.9,12.22,14.4,16.8,17.76,16.22,15.8,15.6,17.98,22.48,23.88,24.72,25.14,25.76,28.56,23.08,22.7,22.34,23.24,22.94,21.56,25.66,24.22,18.48,6,8,357,29.3,26.4,33.5
16.94,16.0,16.36,16.02,15.92,15.8,15.72,15.18,16.24,16.18,14.6,14.86,17.14,17.08,14.52,15.76,14.64,14.6,14.74,16.72,20.16,15.66,13.94,15.44,16.18,14.76,15.3,24.3,28.94,29.94,27.8,32.52,87.78,71.42,63.22,110.22,133.38,152.72,160.2,161.28,120.72,124.02,135.78,122.8,108.42,141.44,155.28,143.74,135.3,137.8,144.4,145.92,148.54,130.16,139.5,124.12,143.0,159.2,146.0,154.36,157.4,159.26,145.58,150.1,186.56,210.4,175.16,123.74,131.86,95.04,58.56,55.5,60.18,48.4,34.44,31.52,33.46,34.76,37.62,38.34,35.22,33.74,29.84,36.8,49.1,39.3,32.86,31.16,40.12,28.54,25.6,24.5,28.56,32.46,24.38,24.1,0,8,358,29.7,26.1,33.7
20.68,20.0,17.42,17.02,17.14,16.48,16.26,16.62,18.92,20.08,18.84,18.6,19.78,17.16,17.3,17.06,16.14,16.76,18.84,18.66,19.0,19.58,18.94,19.38,17.38,17.48,16.78,30.32,31.6,35.56,36.82,34.44,81.84,78.12,74.16,143.0,154.4,161.86,164.92,151.0,132.08,146.66,152.42,143.18,137.2,149.92,158.32,151.26,151.24,151.14,157.48,166.94,153.28,153.86,145.02,129.22,148.74,152.84,157.88,131.84,142.66,162.44,167.4,178.18,181.86,178.18,161.46,111.04,94.54,67.22,52.12,37.98,28.22,23.22,21.9,23.58,20.7,18.12,21.24,30.48,23.72,26.92,24.54,28.88,28.88,32.54,27.72,24.0,25.54,26.78,24.92,21.56,20.94,20.42,21.9,27.8,1,8,359,29.8,27.2,33.8
18.7,18.92,18.42,20.8,18.1,18.28,20.8,20.1,17.56,16.84,17.44,16.98,16.82,17.02,18.06,16.64,16.38,18.06,17.88,17.96,17.98,18.1,16.52,16.76,16.22,17.34,29.4,25.44,35.52,28.12,32.1,30.1,65.42,75.02,58.06,105.44,146.2,157.62,173.76,131.54,113.96,132.08,126.92,116.52,112.7,137.32,137.42,156.68,154.2,147.9,154.1,157.2,162.6,141.92,151.3,152.08,132.28,146.96,138.04,147.24,154.66,142.3,120.12,147.88,166.84,173.14,174.02,112.9,98.28,73.72,50.44,45.88,41.5,17.86,25.02,26.18,24.9,26.82,29.6,18.64,24.42,24.56,22.4,24.94,23.74,31.28,29.64,31.26,28.56,21.54,21.1,19.14,21.48,19.26,22.44,20.22,2,8,360,29.6,27.4,32.3
18.28,16.78,16.28,16.46,16.3,18.22,16.26,16.28,15.9,16.24,18.86,16.44,15.68,15.52,15.58,15.6,15.1,16.0,16.86,15.46,15.44,14.76,15.14,16.08,16.02,16.06,26.56,17.94,30.58,35.2,35.62,39.98,63.38,90.06,123.66,130.8,143.58,158.58,172.74,135.02,163.14,137.08,144.3,154.84,164.2,151.24,140.06,143.04,153.28,152.44,157.54,175.18,161.76,140.1,128.32,133.02,139.64,135.3,145.16,111.16,126.56,126.02,130.18,138.06,148.4,165.32,177.32,138.36,86.58,68.7,41.3,50.42,46.96,23.9,18.24,18.92,19.3,22.92,27.16,28.44,25.24,28.68,26.68,25.9,25.3,23.54,25.46,26.5,28.56,30.08,23.84,24.84,22.86,23.1,21.24,20.48,3,8,361,29.5,27.0,32.6
18.96,18.62,18.56,24.64,17.86,17.74,20.28,20.04,17.42,17.62,18.2,18.12,19.36,20.06,17.86,17.78,17.42,17.2,17.16,17.58,18.32,17.6,17.44,17.34,17.64,17.26,29.82,26.18,27.78,31.82,31.12,31.88,45.0,67.82,63.06,122.98,148.04,174.0,182.98,167.08,141.52,162.44,156.38,165.4,167.18,155.54,161.58,153.68,152.42,141.88,150.42,159.88,151.16,165.58,144.32,137.56,148.04,151.64,144.68,128.22,135.02,125.38,140.78,146.28,162.6,174.7,156.44,147.86,96.14,55.36,37.28,30.72,38.54,19.86,20.16,20.46,25.1,22.12,16.4,21.64,24.68,20.62,20.84,17.64,19.58,17.48,21.44,21.36,25.32,23.04,23.38,22.0,19.4,20.72,22.98,26.66,4,8,362,29.8,26.8,34.4
20.98,19.7,18.08,18.2,17.08,18.18,18.32,18.0,16.46,16.32,15.82,19.66,15.12,15.34,16.56,16.7,16.8,16.22,15.4,14.24,16.34,16.16,15.38,14.22,15.28,16.12,15.9,15.84,15.88,17.02,18.02,20.08,16.0,16.1,20.68,17.64,13.5,17.58,17.4,21.66,22.06,18.96,18.8,16.22,16.36,17.42,14.74,14.58,12.66,11.76,11.82,14.38,17.78,18.08,14.78,16.82,14.16,17.16,15.06,15.02,14.8,17.98,14.74,13.58,12.88,13.54,12.84,11.16,11.58,12.9,13.34,12.4,11.78,11.0,12.02,13.12,14.6,16.04,15.94,15.6,14.52,9.56,11.98,13.56,16.0,14.82,20.42,21.14,20.22,18.86,22.34,17.98,20.94,22.5,18.54,17.56,5,8,363,30.1,27.5,34.2
19.62,19.78,18.86,19.32,17.94,16.96,15.14,15.84,15.84,15.72,16.54,15.8,15.14,14.5,16.34,16.1,14.8,14.74,16.36,15.16,14.42,14.48,14.28,15.86,15.48,15.88,14.9,16.3,13.98,14.5,14.46,12.88,16.32,16.02,17.08,16.28,17.12,17.9,15.16,16.92,16.78,16.4,15.08,12.74,14.3,13.74,11.88,15.56,14.7,11.8,13.36,15.0,11.68,11.4,12.46,13.16,11.68,9.5,10.72,12.56,12.78,11.56,11.2,10.24,10.48,10.86,9.86,9.96,12.18,8.62,10.16,10.54,11.6,10.48,15.62,16.76,17.46,21.7,24.06,24.0,27.12,27.92,26.0,23.08,21.8,22.42,25.02,18.24,21.84,20.64,23.46,25.22,25.32,24.48,23.5,21.9,6,8,364,29.2,27.4,32.1
22.5,22.1,18.2,18.76,17.88,19.0,17.88,19.18,17.76,16.38,17.24,17.1,17.54,17.62,17.1,16.98,17.04,16.9,16.34,15.2,16.8,16.58,16.26,16.2,16.62,17.18,23.78,31.32,29.9,31.98,37.08,38.54,76.52,58.6,44.84,114.08,187.14,178.7,177.32,181.12,194.78,176.18,174.34,142.58,155.58,181.38,177.72,171.88,169.06,153.96,155.36,148.52,141.68,144.28,145.92,124.14,149.34,149.3,142.68,130.76,131.66,156.26,161.44,170.4,178.08,180.94,156.66,133.14,90.8,76.46,39.76,42.56,30.98,26.4,25.14,27.46,28.68,34.26,36.1,35.12,45.28,54.68,33.02,30.58,32.96,30.3,27.76,23.52,32.06,28.6,29.66,25.42,31.08,22.94,20.84,18.12,0,9,365,28.9,27.2,33.7
